# Author: CJBurke Date: 01/14/2016
# Format: %9d %11.7f %10.7f %5.2f %5.2f %02d %1d %1d %1d %6.3f
# Header Lines: 38
#################################
# Description:
# This file contains the KEES project targets observed or scheduled
#   to be observed by K2.  These are stars selected to be likely dwarf stars
#   that lie within the current ecliptic band (+/-0.26 deg of the ecliptic)
#   such that they can observe Earth transiting the Sun.  There is also
#   an expanded set of targets with a wider ecliptic band (+/- 1.0 deg)
#   that sometime within the last 100,000 years were likely able to 
#   observe the Earth transit the Sun, but currently cannot.  The targets
#   are sorted in priority order in the following order
#    1) Confirmed planets in current ecliptic band
#    2) Confirmed planets in extended ecliptic band
#    3) Candidate planets in current ecliptic band
#    4) Candidate planets in extended ecliptic band
#    5) Observed targets in current ecliptic band
#    6) Observed targets in extended ecliptic band
#   Within each numbered priority the targets are sorted by a priority
#   metric that measures the expected SNR of a transit.  This gives priority
#   to brighter stars that are late type dwarfs.  This priority metric is also
#   expected to crudely correlate with distance to target.
##########################################
# Column Description
# 1- EPIC catalog number
# 2- Right Ascencsion (2000.0) [deg] 
# 3- Declination (2000.0) [deg]
# 4- Kepler magnitude [mag]
# 5- (V-J) color
# 6- K2 observing campaign [0-8]
# 7- Current ecliptic band [1/0] - flag indicating whether ecliptic
#        latitude, abs(b)<0.26 deg
# 8- Planet candidate
# 9- Confirmed Planet
# 10- Priority lower numbers have a higher expected transit SNR
#     The highest priority targets are generally the brightest
#     and later spectral type targets
212685461  92.4486500 18.4495300 13.66  1.15 06 0 0 0  0.635
220526383  96.6044000 17.4359800 14.51  2.66 08 0 0 0  0.635
212618902  93.0722500 22.4316900 12.57  1.24 06 0 0 0  0.635
212593018  99.3018200 18.9580900 14.00  1.91 06 0 0 0  0.636
212621050  93.4912200 18.9167800 13.76  1.27 06 0 0 0  0.637
220471100  96.5045800 26.1115600 14.21  1.75 08 0 0 0  0.637
212667170  93.5889100 18.8297100 14.79  2.00 06 0 0 0  0.638
216508916  99.8502000 16.9273100 12.37  1.71 07 0 0 0  0.638
220488793 101.0470900 21.7636600 14.36  1.78 08 0 0 0  0.639
220354979  97.3590100 15.8553300 13.27  1.24 08 0 0 0  0.639
220334783  91.9660400 22.5407800 13.80  2.26 08 0 0 0  0.639
220416213 101.3560800 28.9615800 13.29  1.40 08 0 0 0  0.640
212606262 101.9231500 21.3410400 12.73  1.14 06 0 0 0  0.641
220383288  94.9606000 19.1267700 11.93  0.96 08 0 0 0  0.641
212673757  99.3530100 17.7100500 14.16  1.42 06 0 0 0  0.641
212554598  93.6919500 26.8474600 15.09  3.05 06 0 0 0  0.641
220357724  93.1843300 18.3390600 15.24  2.04 08 0 0 0  0.643
212746391 101.0887300 25.0494000 13.67  1.57 06 0 0 0  0.644
220532535  99.7579100 26.9088500 12.47  0.94 08 0 0 0  0.645
212692897 100.1128200 26.9553000 13.93  1.32 06 0 0 0  0.645
212714658 102.8279600 25.6677000 13.77  1.30 06 0 0 0  0.645
216193531  95.2603800 23.4747100 12.44  1.60 07 0 0 0  0.645
220523932 104.5095800 26.1447500 14.88  2.40 08 0 0 0  0.646
220418947  96.4551700 25.1149400 13.92  1.74 08 0 0 0  0.647
212564937  99.4428100 25.5063500 14.13  1.96 06 0 0 0  0.647
220501801  92.6013300 18.0751000 15.67  2.95 08 0 0 0  0.648
212693656  99.5765200 20.0636500 13.41  1.20 06 0 0 0  0.648
220420550  97.4115600 14.5042200 13.59  1.15 08 0 0 0  0.649
220510731  92.8045500 16.7349900 13.56  1.22 08 0 0 0  0.650
212712659  94.8240100 27.4108600 13.93  1.19 06 0 0 0  0.650
212584099  98.4770000 14.6599700 14.91  1.61 06 0 0 0  0.651
220449630  95.6080900 17.1829200 12.91  1.11 08 0 0 0  0.652
212532001 101.4105700 22.1684600 13.49  1.27 06 0 0 0  0.653
220354656  93.1631500 20.7231800 13.62  2.04 08 0 0 0  0.654
212612607  91.7367300 19.1186100 13.30  1.35 06 0 0 0  0.654
212594814 103.5421600 24.7421600 10.08  1.11 06 0 0 0  0.655
212662882  98.0944600 18.3576400 13.80  1.63 06 0 0 0  0.655
220519176  92.7169100 23.1397400 14.62  2.12 08 0 0 0  0.656
212577293  94.1148300 23.3120000 13.10  1.17 06 0 0 0  0.657
220390480  91.9662900 17.6476100 11.93  1.12 08 0 0 0  0.657
220460700  95.8700300 14.4334100 13.92  1.41 08 0 0 0  0.657
212627638  99.6178300 19.9217600 14.37  1.12 06 0 0 0  0.658
212660008 100.0588900 18.3744100 13.83  1.22 06 0 0 0  0.659
220573978  92.6867600 27.5505800 13.83  1.46 08 0 0 0  0.659
220534096  93.9140100 26.1111700 14.86  2.88 08 0 0 0  0.661
220475151  91.5679800 24.2054600 14.46  1.34 08 0 0 0  0.661
220486321 101.8494400 15.2452800 13.31  1.33 08 0 0 0  0.662
216099884  94.5532100 23.0430000 12.45  1.52 07 0 0 0  0.664
212619242  91.3137200 22.6240400 13.14  1.28 06 0 0 0  0.664
212512558  95.8191900 21.7882600 14.68  2.25 06 0 0 0  0.665
212554013  93.2005800 26.7717200 14.73  1.66 06 0 0 0  0.665
216504876  95.8715000 22.3556300 12.71  1.55 07 0 0 0  0.665
215928734  90.6645400 23.3528600 12.15  1.52 07 0 0 0  0.666
212590329  95.4222900 24.0377400 14.38  1.87 06 0 0 0  0.666
220430720  97.2636200 15.8651600 12.36  1.13 08 0 0 0  0.666
212709373  99.5551600 18.2284700 13.87  1.08 06 0 0 0  0.667
220525954  96.5823900 23.6101100 14.12  1.65 08 0 0 0  0.670
212657854 105.7132500 19.7175200 14.81  1.54 06 0 0 0  0.671
212729289  96.8903300 26.0773300 14.81  1.97 06 0 0 0  0.671
212618688  98.1513500 28.0959300 13.72  1.45 06 0 0 0  0.671
220507923 104.1603600 20.4104300 14.41  1.37 08 0 0 0  0.671
220437287  94.3279800 27.3701100 14.43  1.17 08 0 0 0  0.672
212592356  92.9820000 21.3962200 15.59  2.39 06 0 0 0  0.674
220497824  91.0170200 20.4883800 15.11  2.28 08 0 0 0  0.674
212697626  92.4917300 27.3390300 14.47  1.85 06 0 0 0  0.675
212679299  99.2260400 28.4813100 12.58  1.07 06 0 0 0  0.675
212685616  93.6986100 23.9344800 14.25  1.40 06 0 0 0  0.676
212596666  91.4563000 20.8011200 14.70  1.36 06 0 0 0  0.676
212723399  98.7069100 16.5435800 14.30  1.39 06 0 0 0  0.677
212597253  95.6458500 24.8179200 14.77  2.15 06 0 0 0  0.678
212578285 101.7833000 15.6433000 13.52  1.17 06 0 0 0  0.679
220534317 105.1014200 18.6621800 12.27  1.16 08 0 0 0  0.679
215969945  93.9358700 24.7675700 11.95  1.41 07 0 0 0  0.679
212515889  98.5898900 22.0956400 12.69  1.13 06 0 0 0  0.680
215831174  95.9551900 17.7556400 12.89  1.68 07 0 0 0  0.682
212569216  97.2443300 27.7766300 15.52  2.74 06 0 0 0  0.682
216427705  91.4144600 20.5763000 12.65  1.40 07 0 0 0  0.683
220510954  93.1876300 20.1608300 12.70  1.51 08 0 0 0  0.683
220441666 102.9299600 15.4269000 13.07  1.14 08 0 0 0  0.684
220341951  92.1946600 16.3061400 15.22  1.94 08 0 0 0  0.684
212576756  99.4000000 19.6050000 15.51  2.06 06 0 0 0  0.684
212588320  93.8927100 23.5974200 15.03  2.28 06 0 0 0  0.685
212672250  95.1510000 19.8450100 14.68  1.85 06 0 0 0  0.686
215896812  97.2880100 27.4199300 12.84  1.35 07 0 0 0  0.687
212631064  97.9433200 22.1766400 13.50  1.13 06 0 0 0  0.688
220448313  94.3866500 20.9641000 14.85  2.86 08 0 0 0  0.689
220462148 104.1120100 19.5411700 13.78  1.32 08 0 0 0  0.690
212533659 100.0622000 23.6345300 12.77  1.25 06 0 0 0  0.690
212613665  96.6398600 27.1885700 13.64  1.42 06 0 0 0  0.692
212666990  93.0401400 18.4913200 14.41  1.76 06 0 0 0  0.692
212554180  93.6831700 26.7868000 15.60  2.67 06 0 0 0  0.693
215852137  93.2672600 26.5975700 12.94  1.49 07 0 0 0  0.693
220481728 101.8911700 21.2653800 13.07  1.22 08 0 0 0  0.694
212626855 104.0956200 25.5032200 13.70  1.46 06 0 0 0  0.696
220476443  94.6554000 18.4308700 13.27  1.21 08 0 0 0  0.696
216555725  93.7045000 16.8440800 12.55  1.44 07 0 0 0  0.697
212619729  92.0690800 20.7793700 15.30  2.03 06 0 0 0  0.700
220522695  98.5032600 16.3714300 14.39  2.21 08 0 0 0  0.701
212552436  93.1590500 26.3163300 13.11  1.39 06 0 0 0  0.702
220514465 100.0003200 27.9307500 15.34  2.94 08 0 0 0  0.702
212685159  97.6731300 22.1954900 14.01  1.84 06 0 0 0  0.703
212591622  95.2300900 18.3679200 13.87  1.27 06 0 0 0  0.704
212746655  93.1379200 26.3241100 13.87  1.22 06 0 0 0  0.704
212669497  94.7806400 27.1435800 12.54  1.04 06 0 0 0  0.704
216395353  97.8184300 23.5748700 12.11  1.58 07 0 0 0  0.705
220406477  95.2239800 23.6410600 13.97  1.86 08 0 0 0  0.705
212557063  94.6304100 27.2714300 14.18  1.27 06 0 0 0  0.706
212629189 103.1767800 25.1766600 14.23  1.30 06 0 0 0  0.706
220540842  98.5564100 23.7487200 13.67  1.61 08 0 0 0  0.707
212707537  98.8387200 19.4121100 14.52  1.21 06 0 0 0  0.707
220522168  95.8207500 27.1447900 15.21  3.01 08 0 0 0  0.707
212690948  95.9930500 18.4596400 10.82  1.26 06 0 0 0  0.708
220395236  92.1972400 23.5886700 11.59  1.00 08 0 0 0  0.708
220568409  96.0463100 26.0160000 13.82  1.74 08 0 0 0  0.709
220487744  91.2079900 20.2829100 14.43  1.92 08 0 0 0  0.709
212615166  94.5732500 26.8526800 12.46  1.10 06 0 0 0  0.710
212624721  99.5990300 15.0682500 15.51  2.34 06 0 0 0  0.711
220360067 104.7414900 26.5324000 14.55  2.13 08 0 0 0  0.711
216233297  92.3689200 23.9795800 13.30  1.86 07 0 0 0  0.712
215894766 100.8406600 27.5127000 13.06  1.82 07 0 0 0  0.712
220352916 100.5649700 28.1080600 14.92  1.87 08 0 0 0  0.712
212724275  98.1691300 24.7104100 13.43  1.20 06 0 0 0  0.712
220493631  96.8457200 16.4630900 13.21  1.20 08 0 0 0  0.714
220429140  93.7944100 26.3375800 14.03  1.48 08 0 0 0  0.714
212574198 100.7379900 22.9860700 14.40  1.65 06 0 0 0  0.715
220533105  94.2737900 20.1009500 14.66  1.28 08 0 0 0  0.716
216444371 100.1276000 15.3335900 12.72  1.59 07 0 0 0  0.716
215647487  92.1492800 22.4142600 12.77  1.64 07 0 0 0  0.717
220351062  99.2349600 18.4035100 13.70  1.86 08 0 0 0  0.717
212593728 105.0561400 19.4586600 12.02  1.12 06 0 0 0  0.718
212632056 102.1230000 16.2391900 13.48  1.24 06 0 0 0  0.718
220475293  95.1313700 24.8176600 12.39  1.27 08 0 0 0  0.718
212543933  94.9756600 25.1122000 14.01  1.28 06 0 0 0  0.718
220503341 103.8108200 18.6802000 13.66  1.53 08 0 0 0  0.719
220515772  96.4948700 15.7562400 13.66  1.31 08 0 0 0  0.719
220364304  99.6955200 20.6914600 15.73  2.01 08 0 0 0  0.720
212681746  96.0967500 16.2211100 14.00  1.69 06 0 0 0  0.720
212659259 102.5756300 16.0601000 13.20  1.12 06 0 0 0  0.721
220373094  97.2263500 20.7380500 13.43  0.95 08 0 0 0  0.723
220432503  94.0798200 24.4905400 10.61  1.10 08 0 0 0  0.723
212705897  95.7019100 16.0789600 14.09  2.53 06 0 0 0  0.723
212586375  95.7842900 16.1651900 13.77  1.21 06 0 0 0  0.724
212619278  95.1823700 24.3384200 15.84  3.01 06 0 0 0  0.724
216487491  97.5617100 18.9256800 12.94  1.54 07 0 0 0  0.725
220473236  95.1712000 16.9873200 13.79  1.66 08 0 0 0  0.725
212678958  90.3501600 23.2636100 14.77  1.57 06 0 0 0  0.726
212714656 100.0364600 26.5442700 13.49  1.32 06 0 0 0  0.726
212574427  94.1976400 24.0784100 14.65  1.46 06 0 0 0  0.728
220512723  99.2846500 17.7489500 13.90  1.81 08 0 0 0  0.729
220518651  94.9834700 23.5862600 14.64  1.67 08 0 0 0  0.730
212725984  92.4202000 17.9388000 15.06  1.96 06 0 0 0  0.731
212693826  96.0278900 15.8557200 11.79  0.97 06 0 0 0  0.732
212586596  95.5928300 16.4266400 12.64  1.41 06 0 0 0  0.732
220455372  97.1728900 16.1713200 14.47  1.56 08 0 0 0  0.732
220533834 101.3471300 21.1744800 12.34  1.21 08 0 0 0  0.733
220472972 101.5872300 16.1749600 13.96  2.24 08 0 0 0  0.733
216088991  94.5147800 23.1832000 12.87  1.37 07 0 0 0  0.733
220501759  92.1209100 19.2813900 12.87  1.38 08 0 0 0  0.733
220503992 100.4500500 20.8270700 13.72  1.31 08 0 0 0  0.734
212674475  97.4212800 24.2091400 14.09  1.24 06 0 0 0  0.734
220492943  95.7269900 19.2419600 15.47  3.11 08 0 0 0  0.734
212640472  95.6969000 21.4757200 12.20  1.28 06 0 0 0  0.735
212675443  91.8984800 19.8161300 13.26  1.17 06 0 0 0  0.735
212686380  93.2235100 18.2587300 13.55  1.18 06 0 0 0  0.736
220484973  97.0936700 17.8275400 14.21  1.40 08 0 0 0  0.736
212581238 101.7616900 15.6230600 12.48  1.27 06 0 0 0  0.737
220531615  96.4303600 24.7220300 13.01  1.07 08 0 0 0  0.737
212612136  93.3788800 17.1649600 14.44  1.46 06 0 0 0  0.738
220336190  98.1533300 18.2734000 12.71  1.10 08 0 0 0  0.739
220439046  92.6081200 22.6621900 11.91  0.96 08 0 0 0  0.739
212727013  93.3373300 20.7903600 13.45  1.26 06 0 0 0  0.740
220509444 100.6108200 28.7392000 14.91  1.15 08 0 0 0  0.740
215942012 103.6236900 20.3011800 12.78  1.55 07 0 0 0  0.741
212549152  93.0330400 25.9157800 13.60  1.22 06 0 0 0  0.741
212714241  95.7785800 19.9617400 13.52  1.20 06 0 0 0  0.742
220557765  96.4090400 16.5405700 14.58  1.43 08 0 0 0  0.742
220525714  96.4823700 14.6745700 15.32  1.93 08 0 0 0  0.743
220363572 104.5455400 24.7833000 13.59  1.21 08 0 0 0  0.743
220417096  96.5785100 16.5550900 13.64  1.11 08 0 0 0  0.744
212605507 102.4287600 21.2800000 15.50  2.45 06 0 0 0  0.744
220334858  91.9779800 23.3532600 15.71  1.91 08 0 0 0  0.745
220542699 100.6195500 27.6003400 13.05  1.20 08 0 0 0  0.745
212578718 101.7595800 15.6236100 15.84  2.76 06 0 0 0  0.745
212681106  95.8221500 17.7653100 15.36  2.13 06 0 0 0  0.746
220341706 101.3846400 24.4733600 12.49  1.12 08 0 0 0  0.746
220507376  98.6990900 24.1485000 12.32  1.02 08 0 0 0  0.748
212651443  98.8435000 19.4465600 14.02  1.14 06 0 0 0  0.748
212595126  95.8828500 15.9442200 14.23  1.72 06 0 0 0  0.748
220516596  95.1790600 18.3944900 14.23  1.48 08 0 0 0  0.748
212582112  96.4571230 18.0000550 15.13  1.80 06 0 0 0  0.749
212516980  95.8255000 22.2453900 13.72  1.34 06 0 0 0  0.749
212741943  93.5523800 23.4551800 13.72  1.61 06 0 0 0  0.749
220511077  98.4723800 19.7693200 13.72  1.33 08 0 0 0  0.749
220403755 100.6722600 24.6662600 14.65  2.07 08 0 0 0  0.749
212697799  97.3656000 21.1955200 12.47  1.31 06 0 0 0  0.749
212589439  92.9016000 18.6172500 11.59  1.18 06 0 0 0  0.750
212629670  97.8954100 21.0650500 13.76  1.28 06 0 0 0  0.752
220460651  98.6245100 21.0420400 14.29  1.20 08 0 0 0  0.752
220419593  90.9443700 22.2676000 12.66  1.20 08 0 0 0  0.754
212602590 104.9825800 24.3803500 13.53  1.43 06 0 0 0  0.755
215869067  94.3325800 22.6371500 12.36  1.37 07 0 0 0  0.755
212575525  93.6437000 18.4745400 15.76  3.07 06 0 0 0  0.756
216297366  96.1497800 16.2640700 12.78  1.49 07 0 0 0  0.756
220460506  94.4168200 23.9270100 12.91  1.28 08 0 0 0  0.757
212641777  97.2852200 17.4233900 13.97  1.36 06 0 0 0  0.758
212544376  94.9402500 25.0629000 15.19  2.53 06 0 0 0  0.758
212573934 105.1390700 25.7272800 14.47  1.57 06 0 0 0  0.759
216405287  97.4139100 23.8763600 13.00  1.75 07 0 0 0  0.760
215671664 102.7339300 16.0040000 12.20  1.23 07 0 0 0  0.761
212709917  92.5631300 17.1515300 15.20  2.85 06 0 0 0  0.761
220524700  96.8434000 15.2444400 12.94  1.53 08 0 0 0  0.762
212713438  99.4973700 16.8728300 14.61  1.85 06 0 0 0  0.762
212585966  97.5571700 15.2906700 15.38  2.25 06 0 0 0  0.763
212679939  91.5281300 21.2515500 13.97  2.03 06 0 0 0  0.763
212714925  98.4575400 19.2884200 15.67  2.21 06 0 0 0  0.763
220506665  93.3108600 16.6648200 13.62  1.47 08 0 0 0  0.764
212721873  90.9982700 23.9341500 14.31  1.76 06 0 0 0  0.764
212541821  93.6910500 24.5790200 15.00  1.74 06 0 0 0  0.764
212680987  97.7995400 18.9621000 14.81  1.42 06 0 0 0  0.765
212666714  96.2799500 14.2811000 15.26  2.11 06 0 0 0  0.765
220495110  92.8378700 21.5210700 14.62  1.90 08 0 0 0  0.766
220569727  93.5993100 22.8701700 13.18  1.20 08 0 0 0  0.767
220485909  96.6755200 23.2740000 13.92  1.28 08 0 0 0  0.767
220403782  97.5808400 21.9625200 15.22  2.95 08 0 0 0  0.768
220499376  97.2717000 15.5007800 11.87  0.93 08 0 0 0  0.768
220517186  93.9696400 23.4967300 12.93  1.26 08 0 0 0  0.769
220533553  95.6957000 18.0891200 14.65  2.34 08 0 0 0  0.770
216362736  99.4725000 15.2748300 13.07  1.69 07 0 0 0  0.773
212573686 100.3000700 28.7870900 14.69  1.97 06 0 0 0  0.773
212594328  98.8396000 25.1121700 13.68  1.08 06 0 0 0  0.773
212533562 102.1714400 23.3781900 15.46  2.89 06 0 0 0  0.773
220393521 105.8180200 18.6946100 12.51  1.30 08 0 0 0  0.773
220443255  93.5681100 27.2666400 11.79  1.31 08 0 0 0  0.774
220323221 101.0556500 21.8577100 15.45  2.16 08 0 0 0  0.775
220575907  94.4549500 26.1581300 15.58  3.94 08 0 0 0  0.776
220340151  95.5656800 18.5010700 14.22  1.51 08 0 0 0  0.776
212584706  92.2574400 21.3183500 14.75  1.62 06 0 0 0  0.777
216159611  95.1149800 23.1401500 11.88  1.27 07 0 0 0  0.777
212557259  92.8793900 27.3297400 15.44  2.82 06 0 0 0  0.777
220423054 103.9445400 24.4971500 14.56  1.45 08 0 0 0  0.778
212650378 100.1429900 23.6826400 15.14  2.42 06 0 0 0  0.778
220566474  99.3696300 16.9307100 13.25  1.45 08 0 0 0  0.779
220464101 105.7436900 20.3038600 15.32  3.55 08 0 0 0  0.780
220345931  93.2108900 21.0445200 15.24  2.25 08 0 0 0  0.780
212576478  91.0923300 20.5350200 15.00  1.97 06 0 0 0  0.780
216160234  95.1162100 23.8123900 12.66  1.58 07 0 0 0  0.780
220481828  98.8350500 20.5946700 14.14  1.26 08 0 0 0  0.782
216574967  99.9622500 23.6372000 12.73  1.48 07 0 0 0  0.782
220460627  92.4946100 22.8860000 14.59  1.28 08 0 0 0  0.782
212631277 101.5761000 23.9802900 13.10  1.43 06 0 0 0  0.782
220365279  92.4146200 23.9024400 13.79  1.87 08 0 0 0  0.783
212556253  93.8459900 27.1564600 14.77  1.21 06 0 0 0  0.783
212613574  99.9664100 25.2376400 14.50  1.57 06 0 0 0  0.784
220351757  94.2487800 27.2030700 15.64  1.93 08 0 0 0  0.785
215908616  94.7916200 26.6659200 12.69  1.52 07 0 0 0  0.785
212602974 102.2358200 21.4328700 12.84  1.44 06 0 0 0  0.787
212530153 102.4207300 21.5479100 14.72  1.54 06 0 0 0  0.788
212644204 101.6159200 16.5619100 13.23  1.25 06 0 0 0  0.788
220351540  96.6583500 26.9357500 13.57  1.72 08 0 0 0  0.789
220445702  92.4971100 19.8605900 14.87  1.81 08 0 0 0  0.790
212534966  91.2837800 24.0391400 13.30  1.19 06 0 0 0  0.790
212539635  94.3582300 24.2595000 15.36  3.88 06 0 0 0  0.793
220506927  92.6176600 18.2157800 13.34  1.31 08 0 0 0  0.793
212726837  96.3083300 20.7710000 12.33  1.22 06 0 0 0  0.793
216464041  99.9204300 16.7802400 13.10  1.68 07 0 0 0  0.793
220427636  94.7724000 27.2416700 13.87  1.71 08 0 0 0  0.793
220523176  96.4408700 26.5623100 15.65  2.71 08 0 0 0  0.793
216494238 101.4963200 28.1439800 12.30  1.39 07 0 0 0  0.794
220475987  96.9339000 17.6602800 13.94  1.62 08 0 0 0  0.795
212705572  92.4046100 18.4154900 14.76  2.57 06 0 0 0  0.796
220455911  95.6336800 14.5323500 14.01  1.31 08 0 0 0  0.797
220527595  93.1674200 26.0669400 12.57  1.30 08 0 0 0  0.798
212693990  97.1851400 14.6030100 14.88  1.29 06 0 0 0  0.798
220333572  90.9439200 22.3138900 15.73  3.34 08 0 0 0  0.798
215717478 100.4772600 15.4522100 11.84  1.36 07 0 0 0  0.800
212683718 100.6960900 15.6082700 14.15  1.27 06 0 0 0  0.801
220511969  93.6724000 24.5783700 15.05  1.90 08 0 0 0  0.801
212572570 101.3064300 27.1107300 14.73  1.31 06 0 0 0  0.802
212657600 104.5758900 19.1697500 15.26  2.01 06 0 0 0  0.802
217037043  97.7767500 21.6004400 11.99  1.31 07 0 0 0  0.802
220321841  94.3611000 26.9304800 12.36  1.10 08 0 0 0  0.803
212551407  93.5872600 26.1459900 12.20  1.14 06 0 0 0  0.803
212623226 101.3300100 27.7551400 15.36  2.09 06 0 0 0  0.803
212564379  97.1829600 25.1799900 14.88  1.28 06 0 0 0  0.804
212606280 101.4915700 21.8391400 14.45  1.46 06 0 0 0  0.804
212519843  96.7745600 23.2872900 14.82  1.45 06 0 0 0  0.805
212714895  92.7478600 17.7810600 14.74  1.51 06 0 0 0  0.805
212582393  94.6325100 19.8234600 12.40  1.05 06 0 0 0  0.805
220396157 102.1831500 16.1288800 13.06  1.50 08 0 0 0  0.806
220532235 100.4839300 22.3224900 14.36  1.26 08 0 0 0  0.807
212692433  97.3860600 22.4736400 14.12  2.16 06 0 0 0  0.807
220366142  98.5457000 22.0998000 15.57  3.36 08 0 0 0  0.809
220422999 102.0151600 24.4702900 14.61  1.61 08 0 0 0  0.810
220480494  99.6601000 28.6729700 15.22  2.40 08 0 0 0  0.810
220406140  98.1092100 17.5774500 11.95  1.05 08 0 0 0  0.810
212598052  98.0358700 22.2483600 13.75  1.36 06 0 0 0  0.812
216475875  95.5143300 14.1336400 12.79  1.53 07 0 0 0  0.812
212520569  98.0415300 23.3023600 14.54  1.48 06 0 0 0  0.813
212577805  90.8462500 24.0508300 13.79  1.76 06 0 0 0  0.814
212697605  95.4408000 14.6636400 13.12  1.13 06 0 0 0  0.815
220512064 103.7197200 24.6229300 14.05  1.35 08 0 0 0  0.815
220514576  92.3293900 23.3037700 13.49  1.25 08 0 0 0  0.816
220522955 100.8116500 26.9400800 15.11  2.39 08 0 0 0  0.816
220524362  99.6700400 24.8236700 12.08  1.10 08 0 0 0  0.816
216045625  94.2716400 23.8862300 12.82  1.56 07 0 0 0  0.817
212719423  98.1553000 26.6086000 13.35  1.13 06 0 0 0  0.817
212552219  94.1976900 26.3085200 13.96  1.22 06 0 0 0  0.817
220564982 101.5947400 16.4808900 14.46  1.74 08 0 0 0  0.818
212582741  95.1251400 24.7854000 12.94  1.04 06 0 0 0  0.819
212597958  97.6062600 19.6116500 13.65  1.37 06 0 0 0  0.821
220387353  95.8496200 19.2722300 14.95  2.05 08 0 0 0  0.821
212575538 103.9375000 20.5033300 14.31  1.69 06 0 0 0  0.822
220480506  91.8735600 20.7996900 13.30  0.96 08 0 0 0  0.822
220445558  97.4919700 23.3075900 13.11  1.40 08 0 0 0  0.822
216205911  95.3964600 23.0422900 11.78  1.22 07 0 0 0  0.823
212552910  93.6504900 26.4885900 14.30  1.37 06 0 0 0  0.824
212585546  95.1424100 24.2192500 14.24  1.68 06 0 0 0  0.825
212623487  93.9666800 25.5671500 13.76  1.18 06 0 0 0  0.825
220412923  93.7522900 18.6519000 12.59  1.02 08 0 0 0  0.825
212588554  90.4614200 22.9396900 14.37  1.63 06 0 0 0  0.826
212559022  94.2750300 27.5438600 14.66  1.42 06 0 0 0  0.826
220496843  91.7479600 19.4502100 15.45  3.35 08 0 0 0  0.827
212601245  99.7799600 18.7030500 15.58  2.58 06 0 0 0  0.828
220495139 101.1731800 25.7685700 15.42  1.82 08 0 0 0  0.828
212666989  92.4249700 20.6323200 13.85  1.63 06 0 0 0  0.829
220433763  94.9166400 20.7322600 12.73  1.11 08 0 0 0  0.829
212702625  94.2282500 23.6026400 13.79  1.55 06 0 0 0  0.830
220345441 104.2776500 19.7632700 13.15  1.32 08 0 0 0  0.830
220388119 100.2657300 15.3987000 13.15  1.10 08 0 0 0  0.830
220523938  92.3983400 16.8780400 14.87  1.39 08 0 0 0  0.832
212592477  96.4137700 14.4759400 13.86  1.28 06 0 0 0  0.832
212560608  97.6714800 24.1489700 15.40  1.95 06 0 0 0  0.832
216476245 103.0110900 24.5098100 12.21  1.47 07 0 0 0  0.832
220459917  97.2529500 14.6396700 14.52  1.64 08 0 0 0  0.833
212582724  94.5221700 25.8241500 14.89  2.17 06 0 0 0  0.833
220427478  99.9080000 26.9035500 14.78  2.39 08 0 0 0  0.834
215770062 102.2751800 17.6017500 13.05  1.82 07 0 0 0  0.834
212697107 101.4955800 24.7555100 14.75  1.50 06 0 0 0  0.834
212683601 100.5712800 21.2198100 14.96  1.89 06 0 0 0  0.835
220485538  92.1307100 18.2979800 13.79  1.04 08 0 0 0  0.835
220414835  91.7664400 23.8118300 12.59  1.32 08 0 0 0  0.836
212613640  93.4242100 24.5362000 14.98  1.52 06 0 0 0  0.836
212593953  99.2912500 16.1093600 13.97  1.47 06 0 0 0  0.836
220440557  90.8559500 22.2011200 13.19  1.16 08 0 0 0  0.838
212669792  93.9781700 21.5384300 13.03  1.20 06 0 0 0  0.838
212736076  96.9998900 14.4750200 15.56  2.31 06 0 0 0  0.842
220512559  93.8551600 22.6897600 12.45  1.26 08 0 0 0  0.843
220509097  94.8835900 24.6653100 14.12  1.18 08 0 0 0  0.843
220460678  93.9810600 18.3184600 14.73  1.31 08 0 0 0  0.844
220511971  99.3202800 20.6641000 13.82  1.37 08 0 0 0  0.845
212619978  92.2284700 23.6262800 14.59  1.28 06 0 0 0  0.845
220413779  95.3043700 23.4285600 14.51  1.06 08 0 0 0  0.845
212741201 100.0817600 25.3051500 14.43  1.53 06 0 0 0  0.845
220399964  97.6354800 27.6563200 13.26  1.46 08 0 0 0  0.845
220348836  96.0893600 15.9106900 14.08  1.23 08 0 0 0  0.846
220486121 100.1982800 24.1351900 13.81  1.79 08 0 0 0  0.847
220532719  97.0035800 26.8849900 12.45  1.30 08 0 0 0  0.848
220512516  92.0333100 19.8044200 13.83  1.29 08 0 0 0  0.848
220560549  98.6125400 17.0026500 13.96  1.13 08 0 0 0  0.849
212626746  97.1698800 24.4718700 14.89  2.77 06 0 0 0  0.849
220568543  95.3886100 24.3917300 15.63  1.87 08 0 0 0  0.850
212588851  94.1840100 24.7697600 14.51  1.32 06 0 0 0  0.850
220477241 101.5902600 16.2452700 14.85  1.60 08 0 0 0  0.851
212605409 102.1118800 22.0022300 15.54  3.00 06 0 0 0  0.852
220493692 104.8974400 24.4986100 12.11  0.99 08 0 0 0  0.852
212664690  91.4279400 20.7281700 14.71  1.51 06 0 0 0  0.853
212703165  94.2484100 17.2592300 13.88  1.32 06 0 0 0  0.854
220377012  92.8397100 20.9289200 14.57  1.30 08 0 0 0  0.854
